order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,traffic_avoidance
ORD012747,32,CoffeeBoba tea,2024-06-10,2024-06-10,4.94,21.9,Walk,Low,Snowy,-5.46,Route_1,CUST012747,18,Female,Chennai,44,2,Asian,Weekly,No,Hot,3,1,Fair,3,False,False,Car-only,0.2382579009883602,No
ORD012748,68,Shawarma,2024-09-21,2024-09-21,5.88,6.17,Walk,Low,Snowy,-6.14,Route_1,CUST012748,20,Other,Pune,11,1,Asian,Monthly,Yes,Hot,1,5,Good,2,True,True,Mixed,0.051966938672295,No
ORD012749,26,Briyani rice,2024-01-01,2024-01-01,3.58,7.55,Bike,Medium,Sunny,6.44,Route_5,CUST012749,40,Other,Hyderabad,39,4,Asian,Weekly,Yes,Cold,4,4,Poor,1,True,True,Car-only,0.6145697545259698,No
ORD012750,1,Pizza,2024-08-05,2024-08-05,12.76,30.43,Car,Medium,Sunny,-7.93,Route_1,CUST012750,50,Male,Lucknow,7,3,American,Weekly,No,Warm,3,4,Poor,1,False,True,Bike-friendly,0.3509108850065734,No
ORD012751,78,Chicken wings,2024-08-23,2024-08-23,8.64,8.97,Walk,Medium,Snowy,0.76,Route_2,CUST012751,30,Female,Jaipur,9,4,Mediterranean,Weekly,No,Warm,1,5,Poor,4,True,False,Bike-friendly,0.5983899089671412,No
ORD012752,84,Burritos,2024-05-30,2024-05-30,2.88,28.01,Bike,Medium,Rainy,15.36,Route_5,CUST012752,56,Other,Chennai,38,1,Italian,Monthly,Yes,Warm,4,2,Fair,5,True,False,Mixed,0.691251348676944,No
ORD012753,82,Cookie,2024-01-19,2024-01-19,12.12,31.94,Walk,Low,Sunny,-5.34,Route_2,CUST012753,25,Male,Chennai,23,4,American,Monthly,No,Cold,3,4,Fair,5,False,True,Car-only,0.4853894721741019,No
ORD012754,8,PastrySmoothie,2024-04-07,2024-04-07,14.21,30.65,Bike,Low,Sunny,11.86,Route_4,CUST012754,43,Other,Kolkata,12,5,Italian,Weekly,No,Hot,5,2,Poor,3,False,True,Mixed,0.8850103492679127,Yes
ORD012755,65,Pizza,2024-04-02,2024-04-02,2.4,5.78,Car,High,Sunny,17.76,Route_2,CUST012755,24,Female,Delhi,15,4,American,Weekly,No,Hot,5,2,Good,4,True,True,Car-only,0.2988029195509052,No
ORD012756,22,Briyani rice,2024-06-05,2024-06-05,2.44,11.51,Bike,Medium,Sunny,6.95,Route_2,CUST012756,36,Female,Chennai,39,3,Italian,Weekly,Yes,Hot,3,1,Poor,5,True,False,Mixed,0.622307530261382,No
ORD012757,43,Chicken wings,2024-04-14,2024-04-14,2.83,6.69,Car,Low,Rainy,-5.9,Route_1,CUST012757,29,Male,Kolkata,48,2,Italian,Monthly,No,Cold,1,3,Poor,2,False,True,Bike-friendly,0.612035384343707,No
ORD012758,95,Chicken rice,2024-03-31,2024-03-31,13.87,37.46,Bike,Low,Snowy,0.28,Route_2,CUST012758,50,Other,Pune,21,2,American,Monthly,No,Cold,4,5,Good,4,True,False,Mixed,0.9553970086537964,Yes
ORD012759,61,Pasta,2024-04-11,2024-04-11,12.48,46.88,Walk,Low,Sunny,6.29,Route_5,CUST012759,47,Female,Bangalore,20,4,Asian,Monthly,Yes,Hot,5,3,Good,2,False,False,Car-only,0.4824030409869381,No
ORD012760,21,Pasta,2024-05-19,2024-05-19,5.29,10.96,Walk,Medium,Sunny,-0.86,Route_1,CUST012760,48,Other,Chennai,32,1,American,Weekly,No,Cold,4,4,Good,3,True,False,Car-only,0.8922069475641338,Yes
ORD012761,13,Briyani rice,2024-07-31,2024-07-31,11.04,6.78,Bike,High,Rainy,-8.67,Route_4,CUST012761,35,Male,Jaipur,42,4,Asian,Weekly,No,Warm,2,4,Good,1,True,True,Bike-friendly,0.9580012014396236,Yes
ORD012762,34,Chicken rice,2024-07-08,2024-07-08,8.22,44.37,Car,Low,Rainy,-7.47,Route_1,CUST012762,45,Male,Kolkata,32,5,Mexican,Monthly,No,Hot,2,5,Fair,4,True,False,Mixed,0.9254858663817372,Yes
ORD012763,53,Chicken wings,2024-03-25,2024-03-25,9.17,28.73,Car,Medium,Sunny,17.22,Route_3,CUST012763,26,Male,Mumbai,40,2,Asian,Weekly,No,Cold,2,1,Poor,4,False,False,Mixed,0.622117368162801,No
ORD012764,11,CoffeeBoba tea,2024-02-17,2024-02-17,13.43,49.04,Walk,High,Sunny,17.44,Route_2,CUST012764,45,Male,Bangalore,41,4,Italian,Weekly,No,Cold,5,3,Fair,2,True,False,Car-only,0.9939764413299548,Yes
ORD012765,99,Salad,2024-09-29,2024-09-29,3.55,34.9,Car,Low,Sunny,-1.98,Route_1,CUST012765,31,Male,Hyderabad,12,1,Italian,Monthly,No,Warm,1,5,Fair,4,False,False,Mixed,0.9039379364404674,Yes
ORD012766,5,Soup,2024-10-17,2024-10-17,13.83,20.57,Car,Medium,Snowy,2.48,Route_4,CUST012766,28,Other,Bangalore,2,4,Asian,Weekly,Yes,Cold,1,3,Good,4,True,False,Car-only,0.3997514707608489,No
ORD012767,1,Cookie,2024-05-01,2024-05-01,13.9,12.22,Bike,Low,Snowy,-3.47,Route_1,CUST012767,29,Female,Ahmedabad,30,5,Mediterranean,Weekly,No,Hot,3,4,Poor,5,True,False,Car-only,0.6746196791416029,No
ORD012768,45,Taccos,2024-06-27,2024-06-27,7.18,33.49,Bike,High,Sunny,5.2,Route_4,CUST012768,23,Other,Kolkata,39,4,Mediterranean,Monthly,Yes,Warm,2,2,Good,3,False,True,Car-only,0.5974189226157489,No
ORD012769,55,Briyani rice,2024-09-03,2024-09-03,2.62,28.95,Car,Medium,Snowy,17.55,Route_4,CUST012769,34,Other,Mumbai,1,1,Italian,Monthly,Yes,Hot,4,3,Fair,3,False,True,Mixed,0.0157074254095019,No
ORD012770,87,CoffeeBoba tea,2024-04-04,2024-04-04,12.54,25.15,Bike,High,Sunny,-6.11,Route_3,CUST012770,55,Other,Bangalore,14,4,American,Weekly,Yes,Cold,2,4,Poor,3,False,False,Mixed,0.7385437291225065,No
ORD012771,2,Cookie,2024-07-11,2024-07-11,14.93,40.15,Car,High,Sunny,6.6,Route_3,CUST012771,27,Male,Lucknow,13,1,Asian,Weekly,No,Cold,1,2,Fair,1,True,True,Mixed,0.0182727322950435,No
ORD012772,43,Soup,2024-04-17,2024-04-17,5.19,25.56,Car,Low,Sunny,16.77,Route_1,CUST012772,51,Other,Bangalore,21,5,American,Weekly,No,Warm,3,1,Good,5,True,False,Bike-friendly,0.4908635479181236,No
ORD012773,94,Chicken pie,2024-07-20,2024-07-20,8.55,21.41,Bike,High,Sunny,-0.25,Route_2,CUST012773,44,Female,Mumbai,5,1,American,Weekly,Yes,Cold,1,3,Good,4,True,True,Car-only,0.0117021072252626,No
ORD012774,83,Salad,2024-11-24,2024-11-24,11.43,19.53,Bike,Medium,Snowy,8.95,Route_5,CUST012774,44,Male,Bangalore,46,1,Mediterranean,Monthly,Yes,Warm,3,5,Good,3,False,True,Mixed,0.1417588926803847,No
ORD012775,10,Pasta,2024-01-18,2024-01-18,12.11,20.2,Walk,High,Sunny,-0.41,Route_2,CUST012775,38,Other,Ahmedabad,18,5,Mexican,Weekly,Yes,Warm,2,4,Fair,3,False,True,Bike-friendly,0.3576524644716009,No
ORD012776,81,Briyani rice,2024-01-23,2024-01-23,6.3,29.29,Bike,High,Rainy,4.69,Route_5,CUST012776,35,Male,Ahmedabad,32,4,Mediterranean,Monthly,Yes,Warm,4,2,Good,2,True,False,Car-only,0.2524879855044455,No
ORD012777,18,Chicken wings,2024-11-20,2024-11-20,10.95,29.71,Walk,High,Sunny,-9.86,Route_1,CUST012777,29,Other,Mumbai,4,1,American,Monthly,No,Warm,4,5,Good,4,False,False,Car-only,0.8157122844837934,Yes
ORD012778,19,Cup cake,2024-09-13,2024-09-13,4.11,20.16,Bike,Medium,Sunny,-0.3,Route_5,CUST012778,39,Female,Pune,8,4,Mediterranean,Weekly,Yes,Warm,2,3,Fair,4,False,True,Car-only,0.2461061572454158,No
ORD012779,87,Taccos,2024-03-04,2024-03-04,8.1,22.49,Car,Low,Sunny,11.15,Route_2,CUST012779,26,Other,Jaipur,1,3,Italian,Weekly,Yes,Cold,5,3,Poor,5,False,False,Mixed,0.2620844525663286,No
ORD012780,60,Chicken wings,2024-05-02,2024-05-02,7.16,32.73,Bike,High,Sunny,-7.94,Route_3,CUST012780,49,Other,Jaipur,20,1,Mediterranean,Weekly,No,Cold,3,3,Fair,3,True,False,Mixed,0.2254782619916007,No
ORD012781,89,Pasta,2024-04-02,2024-04-02,6.7,36.79,Bike,Low,Rainy,-3.49,Route_3,CUST012781,51,Male,Pune,20,1,Mexican,Monthly,Yes,Hot,4,1,Good,5,True,False,Bike-friendly,0.8743592315503963,Yes
ORD012782,42,Salad,2024-05-20,2024-05-20,14.03,30.53,Car,High,Snowy,4.33,Route_3,CUST012782,28,Female,Hyderabad,35,1,Asian,Weekly,No,Cold,1,3,Fair,4,False,False,Mixed,0.0033453079015988,No
ORD012783,74,Soup,2024-03-09,2024-03-09,2.81,19.06,Car,Low,Snowy,18.58,Route_2,CUST012783,58,Male,Delhi,42,2,Asian,Weekly,No,Cold,1,5,Good,1,True,True,Mixed,0.5246107973452706,No
ORD012784,74,Pizza,2024-10-12,2024-10-12,5.5,17.08,Bike,High,Rainy,2.41,Route_5,CUST012784,34,Male,Chennai,34,5,Italian,Monthly,Yes,Warm,4,5,Fair,1,False,True,Bike-friendly,0.2429730450556014,No
ORD012785,42,Pizza,2024-09-12,2024-09-12,13.53,14.69,Bike,Low,Rainy,18.38,Route_3,CUST012785,46,Female,Chennai,19,2,Asian,Weekly,Yes,Hot,4,1,Fair,2,True,True,Mixed,0.0145587167345292,No
ORD012786,3,Salad,2024-08-10,2024-08-10,12.5,24.59,Walk,High,Sunny,10.63,Route_3,CUST012786,39,Male,Kolkata,32,5,American,Weekly,No,Hot,5,3,Fair,5,True,True,Mixed,0.0428484689182931,No
ORD012787,27,Sushi,2024-10-14,2024-10-14,3.68,14.78,Walk,High,Snowy,10.25,Route_2,CUST012787,35,Female,Ahmedabad,34,1,Mediterranean,Monthly,Yes,Cold,1,1,Good,1,False,True,Car-only,0.0859433526108471,No
ORD012788,84,Cup cake,2024-04-22,2024-04-22,5.23,48.17,Bike,High,Sunny,-4.05,Route_3,CUST012788,23,Female,Ahmedabad,17,2,Asian,Weekly,No,Cold,3,4,Poor,3,False,False,Car-only,0.8570159836867398,Yes
ORD012789,41,Chicken pie,2024-01-26,2024-01-26,5.66,31.1,Car,Medium,Rainy,15.46,Route_3,CUST012789,49,Male,Mumbai,46,1,Mexican,Weekly,Yes,Warm,2,1,Good,2,True,True,Bike-friendly,0.5305037065443465,No
ORD012790,93,Chicken pie,2024-12-08,2024-12-08,4.27,12.65,Bike,High,Sunny,-4.53,Route_4,CUST012790,36,Male,Bangalore,4,2,American,Monthly,No,Cold,2,3,Fair,3,False,True,Bike-friendly,0.1280916398044964,No
ORD012791,96,Chicken wings,2024-03-25,2024-03-25,12.62,23.71,Walk,Low,Sunny,14.94,Route_5,CUST012791,23,Female,Lucknow,27,4,Italian,Monthly,No,Hot,2,2,Fair,3,True,True,Mixed,0.4039731455196242,No
ORD012792,34,Whole cake,2024-04-18,2024-04-18,8.01,9.55,Car,Medium,Rainy,-2.41,Route_1,CUST012792,31,Male,Hyderabad,15,3,American,Weekly,Yes,Cold,5,4,Fair,3,True,True,Bike-friendly,0.0900015345098926,No
ORD012793,73,Whole cake,2024-01-23,2024-01-23,8.94,41.79,Bike,Medium,Snowy,5.66,Route_2,CUST012793,54,Other,Chennai,10,4,Mexican,Weekly,Yes,Warm,1,2,Good,5,False,True,Car-only,0.3915578169605505,No
ORD012794,94,Soup,2024-02-09,2024-02-09,8.43,12.84,Car,High,Snowy,1.37,Route_4,CUST012794,26,Female,Chennai,23,3,Mexican,Weekly,Yes,Warm,1,2,Fair,4,False,False,Bike-friendly,0.7590784623154448,No
ORD012795,69,Cup cake,2024-10-02,2024-10-02,2.82,45.18,Car,Medium,Rainy,10.72,Route_4,CUST012795,40,Female,Delhi,50,3,Italian,Weekly,Yes,Hot,2,1,Poor,5,False,False,Mixed,0.569693083008038,No
ORD012796,2,Whole cake,2024-11-24,2024-11-24,12.91,40.94,Car,High,Rainy,6.59,Route_2,CUST012796,60,Male,Delhi,22,3,Mexican,Weekly,Yes,Hot,5,2,Fair,2,True,True,Car-only,0.3859774294135578,No
ORD012797,90,Beef pie,2024-11-22,2024-11-22,12.62,29.72,Bike,Low,Snowy,5.56,Route_4,CUST012797,45,Female,Bangalore,2,2,Mexican,Monthly,No,Hot,5,4,Good,1,True,True,Car-only,0.635023059353547,No
ORD012798,94,Cup cake,2024-06-03,2024-06-03,3.24,48.4,Walk,High,Sunny,-6.83,Route_1,CUST012798,23,Male,Ahmedabad,23,5,American,Weekly,No,Warm,3,3,Fair,5,False,False,Bike-friendly,0.8455394677918909,Yes
ORD012799,6,Whole cake,2024-01-14,2024-01-14,10.44,34.39,Walk,Medium,Rainy,16.43,Route_2,CUST012799,57,Male,Kolkata,31,4,Mexican,Monthly,Yes,Hot,5,2,Fair,5,False,False,Bike-friendly,0.4652391813438871,No
ORD012800,49,Pasta,2024-04-19,2024-04-19,13.87,6.34,Bike,Medium,Rainy,10.66,Route_2,CUST012800,56,Male,Bangalore,5,3,Mediterranean,Weekly,Yes,Hot,1,5,Good,5,False,False,Mixed,0.4065192163389909,No
ORD012801,78,Chicken rice,2024-10-02,2024-10-02,8.6,49.51,Bike,Low,Snowy,10.97,Route_5,CUST012801,25,Other,Lucknow,46,3,American,Monthly,No,Cold,2,2,Fair,2,True,True,Bike-friendly,0.7167379998933265,No
ORD012802,65,PastrySmoothie,2024-03-07,2024-03-07,2.99,36.08,Walk,Medium,Sunny,-7.98,Route_5,CUST012802,24,Female,Chennai,15,2,Mexican,Monthly,Yes,Hot,4,3,Good,5,True,False,Mixed,0.0037627813226259,No
ORD012803,38,Chicken rice,2024-08-17,2024-08-17,11.88,49.96,Walk,High,Sunny,3.27,Route_5,CUST012803,51,Other,Chennai,23,4,Asian,Monthly,No,Cold,3,4,Fair,4,False,False,Mixed,0.026366830096505,No
ORD012804,51,Burritos,2024-09-15,2024-09-15,12.44,16.74,Car,Medium,Rainy,0.31,Route_5,CUST012804,58,Male,Chennai,20,4,Mexican,Monthly,No,Hot,3,3,Good,3,False,True,Bike-friendly,0.961544646471602,Yes
ORD012805,45,Chicken wings,2024-12-07,2024-12-07,6.11,38.45,Walk,Medium,Snowy,8.74,Route_5,CUST012805,58,Male,Lucknow,6,1,Mexican,Monthly,No,Warm,4,5,Fair,5,False,False,Mixed,0.914675454896483,Yes
ORD012806,55,Briyani rice,2024-03-03,2024-03-03,12.52,33.07,Walk,Low,Snowy,14.74,Route_1,CUST012806,29,Other,Mumbai,40,1,Asian,Monthly,Yes,Warm,1,5,Poor,1,False,False,Bike-friendly,0.0990700159124656,No
ORD012807,92,CoffeeBoba tea,2024-04-28,2024-04-28,10.03,34.52,Car,Medium,Sunny,16.87,Route_3,CUST012807,54,Other,Kolkata,32,3,American,Monthly,Yes,Warm,1,5,Fair,1,False,True,Mixed,0.2740625765405577,No
ORD012808,26,PastrySmoothie,2024-10-27,2024-10-27,9.85,28.53,Walk,Medium,Sunny,19.88,Route_5,CUST012808,21,Other,Mumbai,38,4,Mexican,Weekly,Yes,Warm,3,1,Good,1,False,True,Car-only,0.90692675146837,Yes
ORD012809,37,Pasta,2024-07-23,2024-07-23,6.95,9.48,Car,High,Rainy,14.25,Route_1,CUST012809,31,Male,Jaipur,29,3,Asian,Monthly,Yes,Hot,5,4,Poor,2,False,True,Mixed,0.7400794179098487,No
ORD012810,10,Chicken pie,2024-09-29,2024-09-29,11.04,48.39,Car,Medium,Snowy,-7.19,Route_2,CUST012810,50,Other,Hyderabad,11,1,Italian,Weekly,No,Warm,3,5,Poor,4,True,False,Mixed,0.7737301680393104,No
ORD012811,57,Dumplings,2024-09-14,2024-09-14,4.83,20.13,Car,Low,Sunny,-7.77,Route_1,CUST012811,55,Other,Lucknow,11,2,Mediterranean,Monthly,Yes,Cold,4,5,Fair,5,True,True,Car-only,0.0466672911773909,No
ORD012812,40,Chicken pie,2024-05-05,2024-05-05,11.21,9.86,Walk,High,Rainy,0.13,Route_3,CUST012812,45,Female,Jaipur,3,1,Asian,Weekly,No,Hot,1,3,Poor,2,False,True,Mixed,0.77717417091027,No
ORD012813,78,PastrySmoothie,2024-08-21,2024-08-21,2.43,6.22,Walk,Medium,Rainy,13.19,Route_4,CUST012813,31,Other,Pune,2,5,Asian,Monthly,No,Hot,3,1,Poor,5,True,True,Car-only,0.4321427407928828,No
ORD012814,66,Pasta,2024-05-01,2024-05-01,8.54,6.4,Walk,Medium,Rainy,2.37,Route_5,CUST012814,54,Other,Hyderabad,24,5,Italian,Weekly,No,Cold,3,2,Fair,3,False,True,Bike-friendly,0.460955660735227,No
ORD012815,7,Chicken wings,2024-06-08,2024-06-08,3.36,48.55,Bike,High,Sunny,-6.89,Route_4,CUST012815,27,Other,Delhi,41,1,Italian,Weekly,No,Warm,1,1,Good,1,False,False,Mixed,0.7670964097171205,No
ORD012816,58,PastrySmoothie,2024-05-11,2024-05-11,14.44,42.38,Walk,Medium,Snowy,18.2,Route_2,CUST012816,29,Female,Hyderabad,12,1,American,Monthly,Yes,Hot,5,2,Poor,4,False,False,Mixed,0.6398738795604516,No
ORD012817,31,Whole cake,2024-05-12,2024-05-12,4.82,5.38,Car,Medium,Snowy,0.47,Route_1,CUST012817,60,Male,Ahmedabad,39,2,Asian,Monthly,No,Warm,5,4,Fair,2,False,True,Bike-friendly,0.2144052562921002,No
ORD012818,29,Pizza,2024-01-14,2024-01-14,6.28,30.5,Car,Medium,Rainy,12.51,Route_2,CUST012818,26,Male,Delhi,15,1,Asian,Weekly,Yes,Warm,2,2,Poor,4,True,True,Car-only,0.7334215403900798,No
ORD012819,55,Taccos,2024-02-01,2024-02-01,7.36,20.67,Bike,Low,Snowy,16.67,Route_3,CUST012819,30,Male,Hyderabad,40,2,American,Monthly,No,Cold,1,2,Good,1,False,False,Mixed,0.9650188354474648,Yes
ORD012820,10,Pasta,2024-09-04,2024-09-04,4.39,26.69,Car,Medium,Snowy,14.08,Route_1,CUST012820,49,Female,Kolkata,1,5,Mediterranean,Monthly,Yes,Cold,3,5,Poor,5,True,False,Mixed,0.726953353466969,No
ORD012821,47,Pasta,2024-11-10,2024-11-10,7.04,44.99,Bike,High,Rainy,-7.81,Route_1,CUST012821,22,Female,Pune,25,3,Mexican,Weekly,No,Warm,3,4,Good,5,True,True,Car-only,0.709564435733998,No
ORD012822,85,Pasta,2024-05-01,2024-05-01,4.58,49.47,Walk,Medium,Rainy,10.84,Route_1,CUST012822,48,Male,Bangalore,2,4,Italian,Weekly,No,Warm,3,5,Good,3,False,True,Mixed,0.9916022893575632,Yes
ORD012823,57,Salad,2024-02-10,2024-02-10,5.69,20.79,Bike,Low,Rainy,10.54,Route_5,CUST012823,54,Male,Delhi,17,5,Italian,Weekly,Yes,Cold,1,1,Good,5,True,True,Bike-friendly,0.4940636704951064,No
ORD012824,89,Whole cake,2024-04-24,2024-04-24,11.0,8.2,Car,High,Rainy,14.8,Route_3,CUST012824,55,Male,Pune,22,5,American,Weekly,No,Cold,1,2,Good,3,False,True,Car-only,0.0009391408325951,No
ORD012825,71,CoffeeBoba tea,2024-07-06,2024-07-06,4.43,42.8,Car,Low,Snowy,14.87,Route_5,CUST012825,56,Female,Mumbai,13,5,Mediterranean,Weekly,Yes,Warm,5,3,Good,3,True,False,Mixed,0.8251569664181156,Yes
ORD012826,33,Chicken wings,2024-07-29,2024-07-29,11.56,43.68,Car,Medium,Sunny,-0.07,Route_5,CUST012826,19,Female,Ahmedabad,39,5,Italian,Weekly,No,Hot,3,1,Fair,4,False,False,Bike-friendly,0.850491454175696,Yes
ORD012827,1,Burger,2024-03-27,2024-03-27,11.05,38.28,Bike,Medium,Rainy,5.36,Route_3,CUST012827,42,Female,Kolkata,21,1,Mediterranean,Weekly,No,Warm,4,3,Good,1,False,False,Bike-friendly,0.9652483126227948,Yes
ORD012828,16,Chicken wings,2024-07-13,2024-07-13,7.54,24.43,Car,Low,Sunny,13.67,Route_5,CUST012828,37,Male,Mumbai,9,4,Asian,Monthly,No,Hot,1,2,Fair,2,True,True,Car-only,0.7491101084080274,No
ORD012829,15,Chicken pie,2024-03-25,2024-03-25,14.04,22.8,Walk,High,Snowy,14.17,Route_1,CUST012829,45,Male,Jaipur,27,1,American,Weekly,No,Hot,4,4,Poor,3,True,True,Mixed,0.7126109096959584,No
ORD012830,24,Chicken wings,2024-02-05,2024-02-05,14.45,28.19,Bike,Low,Sunny,-0.09,Route_5,CUST012830,49,Other,Kolkata,15,4,Mexican,Weekly,Yes,Warm,1,3,Poor,1,False,False,Mixed,0.6819585478988837,No
ORD012831,49,Salad,2024-08-25,2024-08-25,5.05,25.07,Bike,Low,Rainy,-8.03,Route_3,CUST012831,29,Female,Bangalore,50,4,Mediterranean,Weekly,Yes,Warm,5,3,Good,3,False,True,Mixed,0.1882441566885654,No
ORD012832,4,Whole cake,2024-01-30,2024-01-30,13.85,13.04,Bike,Medium,Snowy,-3.35,Route_3,CUST012832,42,Male,Mumbai,28,1,Asian,Monthly,Yes,Cold,2,2,Fair,1,False,False,Mixed,0.5102869299765278,No
ORD012833,78,PastrySmoothie,2024-03-12,2024-03-12,6.85,41.33,Bike,High,Snowy,-4.29,Route_2,CUST012833,52,Female,Kolkata,32,1,Italian,Monthly,Yes,Warm,1,1,Fair,4,True,True,Mixed,0.2162860726397112,No
ORD012834,39,Burritos,2024-04-11,2024-04-11,14.89,14.18,Car,High,Sunny,4.5,Route_5,CUST012834,20,Other,Mumbai,33,3,Italian,Monthly,Yes,Hot,4,2,Fair,3,True,False,Car-only,0.2061474291747078,No
ORD012835,63,Taccos,2024-09-08,2024-09-08,5.0,26.24,Walk,Medium,Snowy,9.07,Route_3,CUST012835,22,Other,Kolkata,39,3,Asian,Weekly,No,Cold,1,5,Fair,1,True,False,Bike-friendly,0.7785913488360117,No
ORD012836,78,Burritos,2024-06-17,2024-06-17,7.56,41.1,Bike,High,Snowy,-3.15,Route_3,CUST012836,57,Other,Bangalore,16,2,Italian,Weekly,Yes,Cold,5,4,Good,1,True,True,Car-only,0.7274367440953748,No
ORD012837,83,CoffeeBoba tea,2024-06-03,2024-06-03,9.53,6.86,Car,Medium,Rainy,-0.93,Route_4,CUST012837,26,Male,Pune,37,2,Mexican,Weekly,Yes,Cold,1,3,Fair,4,False,True,Car-only,0.2513140898847197,No
ORD012838,78,Pasta,2024-12-07,2024-12-07,4.34,23.05,Bike,High,Snowy,5.99,Route_2,CUST012838,37,Male,Delhi,14,1,Italian,Monthly,No,Cold,4,4,Fair,1,True,True,Mixed,0.7613366984499242,No
ORD012839,83,PastrySmoothie,2024-07-04,2024-07-04,12.71,25.89,Bike,Low,Rainy,15.31,Route_2,CUST012839,26,Other,Lucknow,7,3,Mediterranean,Monthly,No,Hot,2,2,Fair,3,False,False,Bike-friendly,0.5468264522242643,No
ORD012840,79,Briyani rice,2024-10-26,2024-10-26,14.04,16.75,Walk,High,Sunny,-8.65,Route_1,CUST012840,32,Male,Delhi,47,2,Asian,Monthly,Yes,Cold,4,1,Good,4,False,True,Car-only,0.8955863857965254,Yes
ORD012841,29,Cookie,2024-04-30,2024-04-30,2.88,46.53,Bike,Low,Rainy,4.23,Route_5,CUST012841,58,Other,Lucknow,12,4,Italian,Weekly,No,Warm,3,3,Fair,1,False,False,Bike-friendly,0.7416584547407138,No
ORD012842,81,Shawarma,2024-06-12,2024-06-12,8.94,9.04,Car,Medium,Snowy,-2.1,Route_4,CUST012842,31,Male,Lucknow,32,3,Mexican,Weekly,No,Warm,2,4,Poor,5,True,True,Mixed,0.6732520332700886,No
ORD012843,63,Cookie,2024-09-06,2024-09-06,9.49,10.47,Car,Medium,Rainy,-9.08,Route_5,CUST012843,45,Male,Jaipur,32,2,Italian,Monthly,Yes,Hot,4,3,Good,4,False,True,Mixed,0.468831931270644,No
ORD012844,59,Briyani rice,2024-03-19,2024-03-19,5.01,11.8,Car,Low,Rainy,9.44,Route_3,CUST012844,52,Other,Ahmedabad,6,4,Mexican,Weekly,Yes,Hot,3,1,Poor,3,True,False,Mixed,0.8568070379867027,Yes
ORD012845,23,Burger,2024-01-12,2024-01-12,2.39,26.55,Car,High,Rainy,-1.84,Route_3,CUST012845,51,Female,Chennai,23,2,American,Monthly,No,Cold,5,1,Fair,1,True,False,Mixed,0.0676952279307229,No
ORD012846,2,Taccos,2024-01-04,2024-01-04,6.13,18.49,Car,Low,Sunny,-6.98,Route_2,CUST012846,59,Female,Ahmedabad,35,2,Asian,Monthly,No,Hot,3,4,Fair,2,False,True,Bike-friendly,0.7816819282055343,No
ORD012847,87,Taccos,2024-12-11,2024-12-11,10.81,44.73,Walk,High,Snowy,7.73,Route_1,CUST012847,27,Other,Kolkata,4,4,Mexican,Monthly,No,Hot,1,1,Good,2,True,False,Car-only,0.0303856174252742,No
ORD012848,2,Chicken rice,2024-03-02,2024-03-02,12.94,5.36,Walk,Medium,Snowy,6.16,Route_3,CUST012848,18,Male,Lucknow,25,3,Mediterranean,Weekly,No,Hot,3,5,Good,5,False,False,Car-only,0.6168274039306146,No
ORD012849,49,Chicken wings,2024-11-05,2024-11-05,11.8,34.02,Bike,Low,Rainy,11.19,Route_4,CUST012849,33,Female,Hyderabad,36,5,Mexican,Weekly,Yes,Warm,1,4,Poor,5,True,True,Car-only,0.0979682986784569,No
ORD012850,98,Dumplings,2024-04-11,2024-04-11,11.56,37.75,Bike,Medium,Sunny,17.13,Route_5,CUST012850,57,Other,Jaipur,17,1,Mexican,Monthly,No,Warm,1,2,Poor,3,False,True,Car-only,0.5801285538801862,No
ORD012851,12,Beef pie,2024-05-31,2024-05-31,3.15,6.99,Walk,Medium,Sunny,-7.11,Route_2,CUST012851,47,Female,Mumbai,6,4,Asian,Monthly,Yes,Warm,2,4,Fair,1,True,True,Bike-friendly,0.5965652743080857,No
ORD012852,17,Briyani rice,2024-05-16,2024-05-16,8.46,29.96,Walk,High,Snowy,11.44,Route_2,CUST012852,28,Male,Pune,13,3,Asian,Weekly,No,Cold,3,5,Good,1,False,False,Car-only,0.97718134546367,Yes
ORD012853,8,Fried chicken,2024-10-19,2024-10-19,4.79,15.36,Walk,Low,Snowy,-2.42,Route_3,CUST012853,58,Female,Mumbai,21,3,Mediterranean,Weekly,Yes,Warm,2,5,Poor,3,True,True,Car-only,0.7289338940875039,No
ORD012854,26,Fried chicken,2024-12-06,2024-12-06,4.16,19.22,Bike,Medium,Snowy,-5.11,Route_5,CUST012854,44,Male,Chennai,27,5,Mexican,Monthly,Yes,Warm,2,4,Good,5,True,False,Bike-friendly,0.0069684613305495,No
ORD012855,50,CoffeeBoba tea,2024-05-15,2024-05-15,13.8,36.08,Bike,Low,Snowy,12.28,Route_4,CUST012855,50,Other,Delhi,47,2,Asian,Weekly,Yes,Hot,4,5,Good,2,False,False,Car-only,0.0974559780262928,No
ORD012856,1,Soup,2024-09-24,2024-09-24,2.04,17.26,Bike,Medium,Sunny,2.84,Route_5,CUST012856,44,Other,Bangalore,34,5,Mediterranean,Weekly,Yes,Hot,1,3,Good,3,True,False,Bike-friendly,0.1413264965463758,No
